,canton,month,language,gender,time_period,avg_sentiment,count
2266,Valais,3,en,UNKNOWN,Day,0.15617359413202933,3272
2267,Fribourg,5,en,UNKNOWN,Day,0.04265402843601896,211
2268,Geneva,6,fr,UNKNOWN,Day,0.6929133858267716,254
2269,Bern,6,en,FEMALE,Day,0.09191176470588236,272
2270,Saint Gallen,2,en,MALE,Night,0.1793478260869565,184
2271,Zurich,2,de,FEMALE,Night,0.9318181818181818,88
2272,Jura,7,en,UNKNOWN,Night,0.0,8
2273,Basel-Landschaft,10,en,UNKNOWN,Day,0.42857142857142855,7
2274,Grisons,4,en,UNKNOWN,Day,0.16363636363636364,55
2275,Lucerne,8,de,MALE,Night,0.75,8
2276,Saint Gallen,4,fr,UNKNOWN,Day,1.0,1
2277,Grisons,8,de,FEMALE,Day,1.0,1
2278,Lucerne,10,de,FEMALE,Night,1.0,1
2279,Geneva,7,fr,FEMALE,Day,0.8064516129032258,31
2280,Basel-City,9,en,UNKNOWN,Day,0.16939853233660243,14581
2281,Lucerne,5,en,MALE,Night,0.192090395480226,177
2282,Fribourg,6,en,FEMALE,Day,0.046511627906976744,43
2283,Valais,8,fr,MALE,Night,0.875,80
2284,Basel-Landschaft,9,en,MALE,Day,0.2,10
2285,Vaud,7,de,MALE,Night,1.0,16
2286,Grisons,5,en,FEMALE,Day,1.0,1
2287,Vaud,4,en,MALE,Night,0.18382276099905948,9569
2288,Vaud,6,fr,UNKNOWN,Day,0.8134328358208955,536
2289,Zurich,7,en,MALE,Day,0.2041910733437835,12121
2290,Ticino,7,en,FEMALE,Day,0.20982986767485823,529
2291,Vaud,10,fr,MALE,Day,0.8122977346278317,309
2292,Solothurn,7,de,UNKNOWN,Night,1.0,2
2293,Basel-Landschaft,3,de,UNKNOWN,Day,1.0,1
2294,Appenzell Innerrhoden,6,de,UNKNOWN,Day,1.0,1
2295,Valais,6,en,FEMALE,Day,0.2233741753063148,1061
2296,Zurich,10,en,UNKNOWN,Day,0.20799755176986637,29409
2297,Basel-City,6,de,MALE,Day,0.9585062240663901,241
2298,Solothurn,4,en,UNKNOWN,Night,0.38461538461538464,13
2299,Appenzell Ausserrhoden,4,en,UNKNOWN,Day,0.46153846153846156,39
2300,Fribourg,1,fr,UNKNOWN,Night,1.0,6
2301,Jura,1,en,MALE,Night,0.0,4
2302,Jura,3,fr,UNKNOWN,Day,1.0,5
2303,Geneva,9,en,,Night,0.0,1
2304,Geneva,7,de,MALE,Day,1.0,6
2305,Basel-City,3,en,MALE,Day,0.1561436672967864,2645
2306,Geneva,4,en,MALE,Day,0.14036676477247,4417
2307,Geneva,10,fr,MALE,Night,0.8363636363636363,110
2308,Geneva,10,de,UNKNOWN,Day,0.8048780487804879,82
2309,Schwyz,1,en,UNKNOWN,Day,0.0,3
2310,Nidwalden,3,en,UNKNOWN,Night,0.0,2
2311,Thurgau,4,en,MALE,Day,0.20588235294117646,34
2312,Schaffhausen,7,en,MALE,Day,0.2413793103448276,29
2313,Basel-City,5,fr,UNKNOWN,Night,1.0,7
2314,Solothurn,5,en,FEMALE,Night,-0.3333333333333333,3
2315,Aargau,7,de,MALE,Day,1.0,4
2316,Basel-Landschaft,1,en,FEMALE,Day,0.5,2
2317,Zurich,3,de,UNKNOWN,Day,0.9207507820646507,959
2318,Aargau,4,en,MALE,Day,0.0891089108910891,101
2319,Ticino,6,en,UNKNOWN,Night,0.09175084175084175,1188
2320,Bern,7,en,UNKNOWN,Night,0.167912984364378,1471
2321,Vaud,9,fr,FEMALE,Day,0.6157635467980296,203
2322,Ticino,10,en,MALE,Night,0.036065573770491806,305
2323,Bern,2,de,MALE,Night,0.9574468085106383,47
2324,Schaffhausen,1,de,UNKNOWN,Day,1.0,17
2325,Grisons,9,de,UNKNOWN,Night,1.0,4
2326,Zurich,3,fr,MALE,Night,0.6,10
2327,Neuchâtel,4,en,MALE,Day,0.25308641975308643,162
2328,Obwalden,4,en,UNKNOWN,Night,0.1,20
2329,Saint Gallen,7,de,MALE,Day,0.8333333333333334,12
2330,Valais,8,de,UNKNOWN,Night,0.6,5
2331,Neuchâtel,6,fr,UNKNOWN,Night,1.0,4
2332,Appenzell Ausserrhoden,1,de,MALE,Day,1.0,3
2333,Uri,8,en,UNKNOWN,Night,0.5,2
2334,Lucerne,2,de,FEMALE,Night,1.0,1
2335,Zurich,4,de,FEMALE,Day,0.9074733096085409,281
2336,Saint Gallen,4,en,MALE,Day,0.10526315789473684,209
2337,Valais,5,en,UNKNOWN,Night,0.1396997497914929,2398
2338,Fribourg,7,en,UNKNOWN,Night,0.16379310344827586,464
2339,Bern,8,en,FEMALE,Night,0.26244343891402716,221
2340,Geneva,8,fr,UNKNOWN,Night,0.6313131313131313,396
2341,Vaud,10,de,UNKNOWN,Day,0.8881516587677725,1055
2342,Valais,2,fr,FEMALE,Night,0.7333333333333333,30
2343,Vaud,1,de,FEMALE,Night,0.6666666666666666,54
2344,Jura,9,en,UNKNOWN,Day,-0.125,8
2345,Grisons,6,en,UNKNOWN,Night,0.09090909090909091,11
2346,Grisons,1,de,MALE,Night,0.5,4
2347,Schaffhausen,2,de,FEMALE,Day,1.0,3
2348,Zurich,1,en,FEMALE,Day,0.04055220017256255,2318
2349,Lucerne,7,en,MALE,Day,0.17346938775510204,196
2350,Vaud,9,de,MALE,Day,0.921875,512
2351,Geneva,9,fr,FEMALE,Night,0.5384615384615384,52
2352,Fribourg,8,en,FEMALE,Night,0.16666666666666666,6
2353,Vaud,6,en,MALE,Day,0.17876556198492022,22812
2354,Vaud,8,fr,UNKNOWN,Night,0.6823104693140795,277
2355,Zurich,9,en,MALE,Night,0.21965438267749324,9606
2356,Ticino,9,en,FEMALE,Night,0.1141732283464567,254
2357,Lucerne,1,de,UNKNOWN,Day,1.0,14
2358,Bern,3,fr,UNKNOWN,Day,1.0,8
2359,Solothurn,9,de,UNKNOWN,Day,1.0,14
2360,Ticino,2,fr,UNKNOWN,Day,1.0,4
2361,Valais,2,de,MALE,Night,1.0,1
2362,Thurgau,10,de,UNKNOWN,Night,1.0,2
2363,Valais,1,fr,UNKNOWN,Day,0.6571428571428571,420
2364,Valais,8,en,FEMALE,Night,0.21820175438596492,912
2365,Fribourg,1,en,MALE,Night,0.08823529411764706,34
2366,Solothurn,6,en,UNKNOWN,Day,0.2926829268292683,41
2367,Basel-City,10,de,FEMALE,Night,0.90625,128
2368,Fribourg,3,fr,UNKNOWN,Day,1.0,31
2369,Basel-City,8,de,MALE,Night,0.86,100
2370,Schaffhausen,10,en,UNKNOWN,Night,0.15151515151515152,33
2371,Geneva,9,de,MALE,Night,0.7777777777777778,27
2372,Schwyz,6,de,UNKNOWN,Night,1.0,1
2373,Aargau,10,de,UNKNOWN,Night,1.0,7
2374,Solothurn,1,de,MALE,Day,1.0,8
2375,Jura,3,en,MALE,Day,1.0,2
2376,Basel-Landschaft,2,en,UNKNOWN,Night,-0.5,2
2377,Appenzell Ausserrhoden,6,en,UNKNOWN,Night,1.0,2
2378,Jura,5,fr,UNKNOWN,Night,1.0,1
2379,Basel-City,5,en,MALE,Night,0.12256637168141593,2260
2380,Geneva,6,en,MALE,Night,0.10298883687432481,2777
2381,Thurgau,6,en,MALE,Night,0.16666666666666666,24
2382,Vaud,10,en,FEMALE,Day,0.21749100953770784,19187
2383,Grisons,10,en,MALE,Day,0.20408163265306123,49
2384,Solothurn,7,en,FEMALE,Day,0.16666666666666666,42
2385,Neuchâtel,9,de,MALE,Night,1.0,1
2386,Basel-Landschaft,3,en,FEMALE,Night,0.2,10
2387,Basel-City,7,fr,UNKNOWN,Day,1.0,3
2388,Saint Gallen,10,de,UNKNOWN,Night,0.9375,64
2389,Schaffhausen,9,en,MALE,Night,0.2857142857142857,7
2390,Nidwalden,5,en,UNKNOWN,Day,0.0,4
2391,Lucerne,3,fr,MALE,Night,1.0,1
2392,Schaffhausen,3,de,UNKNOWN,Night,1.0,38
2393,Zurich,5,de,UNKNOWN,Night,0.9846390168970814,651
2394,Ticino,8,en,UNKNOWN,Day,0.17609254498714652,778
2395,Bern,9,en,UNKNOWN,Day,0.17056254816337016,3893
2396,Vaud,2,fr,MALE,Night,0.7922077922077922,77
2397,Bern,4,de,MALE,Day,0.9516129032258065,124
2398,Obwalden,6,en,UNKNOWN,Day,-0.058823529411764705,34
2399,Aargau,6,en,MALE,Night,0.22580645161290322,31
2400,Neuchâtel,6,en,MALE,Night,0.2631578947368421,19
2401,Obwalden,10,en,MALE,Day,0.04,50
2402,Lucerne,4,de,FEMALE,Day,0.7777777777777778,9
2403,Basel-City,8,fr,FEMALE,Day,1.0,2
2404,Saint Gallen,9,de,MALE,Night,1.0,22
2405,Zurich,5,fr,MALE,Day,1.0,15
2406,Appenzell Ausserrhoden,3,de,MALE,Night,1.0,5
2407,Neuchâtel,8,fr,UNKNOWN,Day,1.0,4
2408,Bern,1,en,MALE,Day,0.03225806451612903,527
2409,Zurich,2,en,UNKNOWN,Night,0.3360598065083553,11370
2410,Vaud,3,de,FEMALE,Day,0.8306451612903226,248
2411,Zurich,6,de,FEMALE,Night,0.9583333333333334,144
2412,Saint Gallen,6,en,MALE,Night,0.24736842105263157,190
2413,Valais,7,en,UNKNOWN,Day,0.11461594028413195,4153
2414,Fribourg,9,en,UNKNOWN,Day,0.20489977728285078,449
2415,Geneva,10,en,FEMALE,Night,0.15727209464161448,4311
2416,Lucerne,10,en,UNKNOWN,Night,0.3564356435643564,101
2417,Grisons,8,en,UNKNOWN,Day,0.171875,128
2418,Valais,4,fr,FEMALE,Day,0.8205128205128205,78
2419,Lucerne,1,en,FEMALE,Day,0.02,50
2420,Grisons,3,de,MALE,Day,0.9473684210526315,38
2421,Obwalden,7,en,FEMALE,Day,0.0,1
2422,Zurich,3,en,FEMALE,Night,0.2587341772151899,1975
2423,Solothurn,10,en,MALE,Night,0.08333333333333333,48
2424,Geneva,2,fr,MALE,Day,0.6333333333333333,60
2425,Lucerne,9,en,MALE,Night,0.14432989690721648,97
2426,Obwalden,3,de,MALE,Day,1.0,3
2427,Aargau,1,de,FEMALE,Night,1.0,3
2428,Neuchâtel,10,en,FEMALE,Night,0.0,1
2429,Geneva,2,de,UNKNOWN,Night,1.0,1
2430,Grisons,9,en,FEMALE,Day,0.4,5
2431,Ticino,2,en,MALE,Day,0.0794979079497908,239
2432,Vaud,8,en,MALE,Night,0.12816297355253753,13990
2433,Valais,4,de,MALE,Day,1.0,3
2434,Neuchâtel,2,fr,MALE,Day,1.0,4
2435,Lucerne,3,de,UNKNOWN,Night,0.6363636363636364,11
2436,Saint Gallen,1,de,FEMALE,Night,1.0,1
2437,Valais,1,en,MALE,Day,0.008116883116883116,616
2438,Vaud,2,de,UNKNOWN,Night,0.9260700389105059,514
2439,Valais,3,fr,UNKNOWN,Night,0.7235142118863049,774
2440,Solothurn,8,en,UNKNOWN,Night,0.33043478260869563,115
2441,Fribourg,3,en,MALE,Day,0.0880503144654088,159
2442,Solothurn,3,de,MALE,Night,1.0,10
2443,Basel-Landschaft,4,en,UNKNOWN,Day,0.0,6
2444,Fribourg,5,fr,UNKNOWN,Night,1.0,4
2445,Schwyz,8,de,UNKNOWN,Day,1.0,1
2446,Appenzell Ausserrhoden,8,en,UNKNOWN,Day,0.3333333333333333,3
2447,Jura,5,en,MALE,Night,0.0,2
